,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,start_date,end_date,age_range,marital_status,rented,family_size,no_of_children,income_bracket,item_id,date,quantity,selling_price,other_discount,coupon_discount,brand,brand_type,category
71279,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,46274,2013-03-29,1,106.5,0.0,0.0,56,Local,Natural Products
71282,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,11990,2013-03-14,1,45.95,0.0,0.0,602,Established,Natural Products
71302,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,13174,2013-02-24,1,35.26,0.0,0.0,602,Established,Natural Products
71303,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,13174,2013-03-07,2,70.53,0.0,0.0,602,Established,Natural Products
71304,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,13174,2013-03-14,3,105.79,0.0,0.0,602,Established,Natural Products
71328,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,58443,2013-03-07,3,426.37,0.0,0.0,578,Established,Flowers & Plants
71330,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,28917,2013-03-14,3,137.85,0.0,0.0,5073,Established,Garden
71331,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,11543,2013-03-14,1,45.95,0.0,0.0,5073,Established,Garden
71332,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,49328,2013-03-14,1,35.26,0.0,0.0,4700,Established,Natural Products
71333,62391,8,7,1334,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,5+,3+,4.0,28761,2013-03-14,1,142.12,0.0,0.0,1721,Established,Flowers & Plants
71354,62398,11,971,1469,0,Y,2013-04-22,2013-06-07,46-55,,0.0,2,,12.0,6116,2013-06-05,1,320.22,0.0,0.0,1276,Established,Grocery
71364,62416,13,530,864,1,X,2013-05-19,2013-07-05,56-70,,0.0,1,,5.0,28045,2013-06-04,1,94.39,0.0,-17.81,278,Established,Grocery
71365,62416,13,530,864,1,X,2013-05-19,2013-07-05,56-70,,0.0,1,,5.0,28045,2013-06-04,1,94.39,0.0,-17.81,278,Established,Grocery
71379,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,50188,2013-05-20,1,20.3,-7.84,0.0,56,Local,Grocery
71383,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,32224,2013-06-20,1,71.24,-70.88,0.0,1358,Established,Grocery
71384,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,36825,2013-06-20,1,71.24,-70.88,0.0,1358,Established,Packaged Meat
71390,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,66729,2013-05-26,1,89.05,-28.5,0.0,1558,Established,Grocery
71391,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,66729,2013-06-02,1,89.05,-28.5,0.0,1558,Established,Grocery
71418,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,17384,2013-06-15,1,71.24,-7.12,0.0,1587,Established,Grocery
71419,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,17384,2013-06-18,1,71.24,-7.12,0.0,1587,Established,Grocery
71420,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,17384,2013-06-22,1,78.36,0.0,0.0,1587,Established,Grocery
71445,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,19539,2013-05-26,1,71.24,-17.45,0.0,56,Local,Packaged Meat
71448,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,14680,2013-05-26,2,71.24,0.0,0.0,544,Established,Grocery
71451,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,12950,2013-05-26,2,71.24,0.0,0.0,544,Established,Grocery
71453,62420,13,22,1234,0,X,2013-05-19,2013-07-05,,,,,,,9987,2013-05-26,2,71.24,0.0,0.0,544,Established,Grocery
71480,62440,8,9,615,0,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,8.0,12186,2013-03-02,1,67.32,0.0,0.0,1305,Established,Grocery
71496,62440,8,9,615,0,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,8.0,5859,2013-02-16,8,170.98,-54.14,0.0,1337,Established,Grocery
71497,62440,8,9,615,0,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,8.0,5859,2013-03-02,5,106.86,-33.84,0.0,1337,Established,Grocery
71498,62440,8,9,615,0,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,8.0,5859,2013-03-18,5,89.05,-51.65,0.0,1337,Established,Grocery
71499,62440,8,9,615,0,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,8.0,5859,2013-03-31,5,140.7,0.0,0.0,1337,Established,Grocery
71513,62449,13,111,705,0,X,2013-05-19,2013-07-05,,,,,,,27535,2013-06-06,2,178.1,-91.9,0.0,56,Local,Packaged Meat
71515,62465,10,934,1215,0,Y,2013-04-08,2013-05-10,,,,,,,7540,2013-04-09,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
71523,62465,10,934,1215,0,Y,2013-04-08,2013-05-10,,,,,,,15752,2013-04-24,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
71527,62465,10,934,1215,0,Y,2013-04-08,2013-05-10,,,,,,,25113,2013-04-24,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
71531,62465,10,934,1215,0,Y,2013-04-08,2013-05-10,,,,,,,28354,2013-04-20,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
71539,62465,10,934,1215,0,Y,2013-04-08,2013-05-10,,,,,,,59541,2013-04-24,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
71569,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,14676,2013-03-23,1,44.52,-1.42,0.0,56,Local,Grocery
71573,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,9617,2013-03-03,1,60.2,-7.12,0.0,56,Local,Grocery
71577,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,13344,2013-03-13,1,35.62,-10.33,0.0,56,Local,Grocery
71599,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,22191,2013-03-03,1,53.07,0.0,0.0,56,Local,Grocery
71600,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,22191,2013-03-09,1,53.07,0.0,0.0,56,Local,Grocery
71601,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,22191,2013-03-23,1,44.52,-8.55,0.0,56,Local,Grocery
71622,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,26078,2013-03-23,1,44.52,-8.55,0.0,56,Local,Grocery
71628,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,22627,2013-03-15,1,35.62,-10.33,0.0,56,Local,Grocery
71640,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,20811,2013-03-03,1,35.62,-21.02,0.0,56,Local,Grocery
71645,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,24268,2013-03-13,1,35.62,-10.33,0.0,56,Local,Grocery
71657,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,12945,2013-03-03,1,45.95,0.0,0.0,56,Local,Grocery
71660,62567,8,91,735,0,X,2013-02-16,2013-04-05,46-55,Married,0.0,2,,5.0,10918,2013-04-04,1,44.52,-8.55,0.0,56,Local,Grocery
71668,62582,13,681,926,1,X,2013-05-19,2013-07-05,26-35,Single,0.0,1,,5.0,73065,2013-05-31,1,320.22,0.0,-71.24,686,Established,Grocery
71669,62582,13,681,926,1,X,2013-05-19,2013-07-05,26-35,Single,0.0,1,,5.0,73065,2013-05-31,1,320.22,0.0,-71.24,686,Established,Grocery
71676,62599,8,9,974,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,2.0,25107,2013-02-27,1,84.78,-26.71,0.0,56,Local,Grocery
71710,62618,8,64,456,0,X,2013-02-16,2013-04-05,26-35,Married,0.0,5+,3+,7.0,52471,2013-02-23,1,142.12,-28.5,0.0,56,Local,Grocery
71712,62618,8,64,456,0,X,2013-02-16,2013-04-05,26-35,Married,0.0,5+,3+,7.0,52470,2013-03-22,1,102.59,-68.03,0.0,56,Local,Grocery
71744,62752,13,901,1070,1,X,2013-05-19,2013-07-05,56-70,,0.0,1,,6.0,20507,2013-05-31,4,383.27,0.0,-53.43,1124,Established,Grocery
71745,62752,13,901,1070,1,X,2013-05-19,2013-07-05,56-70,,0.0,1,,6.0,20507,2013-05-31,4,383.27,0.0,-53.43,1124,Established,Grocery
71762,62766,2,460,10,0,Y,2012-12-17,2013-01-18,46-55,Single,0.0,1,,5.0,56223,2013-01-11,2,127.52,0.0,0.0,162,Established,Grocery
71781,62794,13,21,1546,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,3.0,30934,2013-05-27,1,44.52,-12.47,0.0,56,Local,Grocery
71829,62794,13,21,1546,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,3.0,46436,2013-05-27,2,28.5,0.0,0.0,56,Local,Grocery
71857,62794,13,21,1546,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,3.0,46202,2013-05-27,2,28.5,0.0,0.0,56,Local,Grocery
71920,62871,13,685,538,0,X,2013-05-19,2013-07-05,,,,,,,59162,2013-06-21,1,156.37,0.0,0.0,686,Established,Grocery
71921,62871,13,685,538,0,X,2013-05-19,2013-07-05,,,,,,,45386,2013-06-21,1,156.37,0.0,0.0,686,Established,Grocery
71926,62873,10,934,510,0,Y,2013-04-08,2013-05-10,26-35,,0.0,2,1,1.0,8550,2013-04-14,3,44.88,0.0,0.0,1149,Established,Pharmaceutical
71943,62873,10,934,510,0,Y,2013-04-08,2013-05-10,26-35,,0.0,2,1,1.0,32845,2013-04-14,3,44.88,0.0,0.0,1149,Established,Pharmaceutical
71955,65495,5,934,377,0,Y,2013-01-12,2013-02-15,18-25,Married,1.0,3,1,4.0,4653,2013-01-15,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
71980,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,11736,2013-05-06,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
71988,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,12801,2013-05-01,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
71990,65495,5,934,377,0,Y,2013-01-12,2013-02-15,18-25,Married,1.0,3,1,4.0,12801,2013-01-15,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72004,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,22572,2013-05-06,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72021,65495,5,934,377,0,Y,2013-01-12,2013-02-15,18-25,Married,1.0,3,1,4.0,25559,2013-01-15,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72030,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,26614,2013-05-06,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72034,65495,5,934,377,0,Y,2013-01-12,2013-02-15,18-25,Married,1.0,3,1,4.0,26614,2013-01-15,2,29.92,0.0,0.0,1149,Established,Pharmaceutical
72046,65495,5,934,377,0,Y,2013-01-12,2013-02-15,18-25,Married,1.0,3,1,4.0,28354,2013-01-15,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72053,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,30462,2013-05-06,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72056,65495,5,934,377,0,Y,2013-01-12,2013-02-15,18-25,Married,1.0,3,1,4.0,30462,2013-01-15,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72061,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,35326,2013-05-06,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72066,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,36971,2013-05-06,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72086,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,59541,2013-05-01,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72088,65495,5,934,377,0,Y,2013-01-12,2013-02-15,18-25,Married,1.0,3,1,4.0,59541,2013-01-15,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72096,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,59550,2013-04-23,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72097,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,59550,2013-05-01,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72108,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,60192,2013-05-06,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72110,62885,10,934,377,0,Y,2013-04-08,2013-05-10,18-25,Married,1.0,3,1,4.0,73014,2013-05-06,1,14.96,0.0,0.0,1149,Established,Pharmaceutical
72117,62906,12,492,711,0,Y,2013-04-22,2013-05-24,,,,,,,13229,2013-05-24,1,53.07,0.0,0.0,209,Established,Grocery
72118,62921,8,11,1274,0,X,2013-02-16,2013-04-05,,,,,,,19727,2013-03-07,1,142.12,-106.86,0.0,89,Established,Grocery
72120,62921,8,11,1274,0,X,2013-02-16,2013-04-05,,,,,,,9035,2013-04-04,1,35.26,-10.69,0.0,89,Established,Grocery
72126,62930,8,82,394,0,X,2013-02-16,2013-04-05,,,,,,,7986,2013-03-15,1,55.21,0.0,0.0,56,Local,Grocery
72128,62931,8,559,1229,1,X,2013-02-16,2013-04-05,,,,,,,8199,2013-03-18,1,213.36,-17.81,0.0,350,Established,Packaged Meat
72131,62931,8,559,1229,1,X,2013-02-16,2013-04-05,,,,,,,45159,2013-03-09,1,213.36,-17.81,-35.62,350,Established,Packaged Meat
72132,62931,8,559,1229,1,X,2013-02-16,2013-04-05,,,,,,,45159,2013-03-09,1,213.36,-17.81,-35.62,350,Established,Packaged Meat
72166,62960,13,21,604,0,X,2013-05-19,2013-07-05,,,,,,,18301,2013-06-29,1,45.95,-6.41,0.0,56,Local,Grocery
72171,62960,13,21,604,0,X,2013-05-19,2013-07-05,,,,,,,30518,2013-06-29,1,35.62,-7.84,0.0,56,Local,Grocery
72210,63000,8,902,378,1,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,5.0,34259,2013-03-27,1,49.51,0.0,-14.25,1124,Established,Grocery
72211,63000,8,902,378,1,X,2013-02-16,2013-04-05,36-45,Married,0.0,5+,3+,5.0,34259,2013-03-27,1,49.51,0.0,-14.25,1124,Established,Grocery
72213,63018,26,790,1070,1,X,2012-08-12,2012-09-21,56-70,,0.0,1,,6.0,22400,2012-09-17,2,53.43,-42.03,-17.81,946,Established,Grocery
72214,63018,26,790,1070,1,X,2012-08-12,2012-09-21,56-70,,0.0,1,,6.0,22400,2012-09-17,2,53.43,-42.03,-17.81,946,Established,Grocery
72234,63125,13,770,561,0,X,2013-05-19,2013-07-05,36-45,Married,0.0,2,,4.0,34931,2013-05-29,1,89.05,-53.07,0.0,908,Established,Grocery
72236,63135,7,691,695,0,Y,2013-02-02,2013-03-08,56-70,Married,0.0,2,,6.0,17954,2013-02-20,1,70.88,-35.62,0.0,686,Established,Pharmaceutical
72249,63137,8,501,942,0,X,2013-02-16,2013-04-05,,,,,,,12861,2013-02-20,1,89.05,-53.07,0.0,224,Established,"Dairy, Juices & Snacks"
72251,63138,8,56,750,0,X,2013-02-16,2013-04-05,18-25,Married,0.0,2,,2.0,8466,2013-03-28,1,21.02,0.0,0.0,56,Local,Grocery
72256,63138,8,56,750,0,X,2013-02-16,2013-04-05,18-25,Married,0.0,2,,2.0,32240,2013-03-28,1,21.02,0.0,0.0,56,Local,Grocery
72264,63146,28,492,189,0,Y,2012-09-16,2012-11-16,26-35,Married,0.0,4,2,5.0,32621,2012-09-28,1,53.43,-31.7,0.0,209,Established,Grocery
72280,63205,8,598,682,0,X,2013-02-16,2013-04-05,,,,,,,57921,2013-03-06,1,59.49,-11.75,0.0,487,Established,Grocery
72287,63253,8,846,1270,1,X,2013-02-16,2013-04-05,,,,,,,35689,2013-03-02,1,78.36,-38.83,-35.62,1016,Established,Grocery
72288,63253,8,846,1270,1,X,2013-02-16,2013-04-05,,,,,,,35689,2013-03-02,1,78.36,-38.83,-35.62,1016,Established,Grocery
72291,63257,13,157,726,0,X,2013-05-19,2013-07-05,46-55,Single,0.0,3,1,5.0,28939,2013-06-17,1,70.88,-14.25,0.0,56,Local,Grocery
72308,63313,8,865,999,0,X,2013-02-16,2013-04-05,26-35,,0.0,1,,3.0,28183,2013-03-09,1,81.57,-21.37,0.0,1061,Established,Grocery
72324,63343,8,9,1045,0,X,2013-02-16,2013-04-05,36-45,,0.0,2,,6.0,4962,2013-03-01,1,63.76,-7.12,0.0,1101,Established,Grocery
72325,63343,8,9,1045,0,X,2013-02-16,2013-04-05,36-45,,0.0,2,,6.0,37270,2013-03-16,2,142.48,-42.03,0.0,1308,Established,Grocery
72350,63343,8,9,1045,0,X,2013-02-16,2013-04-05,36-45,,0.0,2,,6.0,65939,2013-03-14,2,142.48,-34.91,0.0,908,Established,Grocery
72356,63343,8,9,1045,0,X,2013-02-16,2013-04-05,36-45,,0.0,2,,6.0,6617,2013-03-11,2,178.1,-34.91,0.0,278,Established,Grocery
72367,63343,8,9,1045,0,X,2013-02-16,2013-04-05,36-45,,0.0,2,,6.0,50770,2013-03-22,2,178.1,-106.15,0.0,387,Established,Grocery
72368,63343,8,9,1045,0,X,2013-02-16,2013-04-05,36-45,,0.0,2,,6.0,26784,2013-03-03,1,56.64,0.0,0.0,56,Local,Grocery
72370,63346,13,420,1493,1,X,2013-05-19,2013-07-05,,,,,,,71999,2013-06-28,2,70.53,0.0,-35.26,101,Established,Pharmaceutical
72371,63346,13,420,1493,1,X,2013-05-19,2013-07-05,,,,,,,71999,2013-06-28,2,70.53,0.0,-35.26,101,Established,Pharmaceutical
72393,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,71640,2013-03-17,2,62.69,-64.83,0.0,1107,Established,Grocery
72397,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,71587,2013-03-17,1,31.35,-32.41,0.0,1107,Established,Grocery
72408,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,31095,2013-03-11,1,44.52,-12.11,0.0,56,Local,Grocery
72420,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,46231,2013-03-17,1,14.25,0.0,0.0,56,Local,Grocery
72421,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,46231,2013-04-02,1,14.25,0.0,0.0,56,Local,Grocery
72430,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,46436,2013-03-17,1,14.25,0.0,0.0,56,Local,Grocery
72431,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,46436,2013-04-02,1,14.25,0.0,0.0,56,Local,Grocery
72485,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,14769,2013-03-23,2,71.24,-64.12,0.0,56,Local,Grocery
72486,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,14769,2013-04-02,1,35.62,-32.06,0.0,56,Local,Grocery
72493,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,10547,2013-03-23,1,35.62,-32.06,0.0,56,Local,Grocery
72496,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,16323,2013-02-17,2,142.48,-120.4,0.0,387,Established,Grocery
72497,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,22528,2013-03-11,1,12.11,0.0,0.0,56,Local,Grocery
72515,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,46201,2013-03-17,1,14.25,0.0,0.0,56,Local,Grocery
72516,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,46201,2013-04-02,1,14.25,0.0,0.0,56,Local,Grocery
72531,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,46288,2013-03-17,1,14.25,0.0,0.0,56,Local,Grocery
72534,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,46282,2013-04-02,1,14.25,0.0,0.0,56,Local,Grocery
72543,63358,8,9,1457,0,X,2013-02-16,2013-04-05,46-55,Single,0.0,1,,5.0,46536,2013-03-17,1,14.25,0.0,0.0,56,Local,Grocery
72593,63389,30,294,787,0,X,2012-11-19,2013-01-04,,,,,,,16130,2012-11-21,1,106.5,0.0,0.0,49,Established,Grocery
72606,63530,13,22,831,0,X,2013-05-19,2013-07-05,,,,,,,29018,2013-05-31,1,89.05,-53.07,0.0,1630,Established,Grocery
72702,63538,8,661,802,0,X,2013-02-16,2013-04-05,46-55,,0.0,1,,2.0,24724,2013-03-01,1,227.61,-92.61,0.0,673,Established,Grocery
72703,63539,8,725,647,0,X,2013-02-16,2013-04-05,,,,,,,5770,2013-03-09,1,53.07,0.0,0.0,782,Established,Grocery
72704,63539,8,725,647,0,X,2013-02-16,2013-04-05,,,,,,,13805,2013-03-09,1,53.07,0.0,0.0,782,Established,Grocery
72716,63573,13,23,203,0,X,2013-05-19,2013-07-05,,,,,,,9156,2013-06-07,1,37.4,0.0,0.0,316,Established,Pharmaceutical
72777,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,28850,2013-07-02,1,35.26,0.0,0.0,1,Established,Natural Products
72782,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,67134,2013-06-28,1,106.5,0.0,0.0,582,Established,Natural Products
72800,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,12961,2013-05-24,1,21.37,0.0,0.0,1,Established,Natural Products
72806,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,20070,2013-05-30,1,53.43,0.0,0.0,1,Established,Natural Products
72817,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,7378,2013-05-30,1,53.07,0.0,0.0,1,Established,Natural Products
72831,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,15896,2013-06-07,1,106.5,0.0,0.0,140,Established,"Dairy, Juices & Snacks"
72834,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,20230,2013-05-24,1,209.8,0.0,0.0,140,Established,"Dairy, Juices & Snacks"
72844,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,7944,2013-06-28,1,45.95,0.0,0.0,1042,Established,Natural Products
72850,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,72953,2013-05-24,1,142.12,0.0,0.0,1075,Established,Natural Products
72859,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,33569,2013-05-30,1,89.05,-17.45,0.0,1487,Established,Natural Products
72860,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,33569,2013-06-07,1,106.5,0.0,0.0,1487,Established,Natural Products
72864,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,11921,2013-06-07,1,106.5,0.0,0.0,1487,Established,Natural Products
72873,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,47751,2013-06-28,1,124.31,0.0,0.0,1497,Established,"Dairy, Juices & Snacks"
72894,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,10981,2013-05-30,1,124.31,0.0,0.0,4558,Established,Natural Products
72907,63631,13,20,1007,0,X,2013-05-19,2013-07-05,,,,,,,67602,2013-05-24,1,177.74,0.0,0.0,5297,Established,Natural Products
72916,63649,13,23,167,0,X,2013-05-19,2013-07-05,46-55,,0.0,2,,4.0,35320,2013-05-25,1,149.25,0.0,0.0,1762,Established,Pharmaceutical
72926,63649,13,23,167,0,X,2013-05-19,2013-07-05,46-55,,0.0,2,,4.0,71815,2013-06-08,1,117.19,0.0,0.0,4419,Established,Pharmaceutical
72937,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,32485,2013-02-25,1,89.05,-17.45,0.0,79,Established,Packaged Meat
72944,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,17652,2013-02-25,2,198.76,0.0,0.0,56,Local,Meat
72945,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,17652,2013-03-22,1,99.38,0.0,0.0,56,Local,Meat
72965,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,11103,2013-03-11,1,35.26,-42.74,0.0,1278,Established,Packaged Meat
72972,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,67814,2013-02-25,1,78.01,-15.67,0.0,3547,Established,Meat
72979,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,4823,2013-03-28,1,157.8,0.0,0.0,2639,Established,Meat
72983,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,36487,2013-02-25,1,106.86,-24.58,0.0,1596,Established,Packaged Meat
72984,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,36487,2013-03-28,1,71.24,-60.2,0.0,1596,Established,Packaged Meat
72989,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,17805,2013-02-25,1,42.39,0.0,0.0,1596,Established,Packaged Meat
72990,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,5286,2013-02-25,1,126.09,-126.81,0.0,2655,Established,Meat
72991,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,5027,2013-03-26,1,64.83,-21.73,0.0,2685,Established,Meat
72998,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,71721,2013-02-19,1,106.5,0.0,0.0,989,Established,Packaged Meat
73018,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,7112,2013-02-18,1,92.26,0.0,0.0,989,Established,Packaged Meat
73019,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,50154,2013-04-03,1,97.6,0.0,0.0,3665,Established,Meat
73022,63651,8,8,593,0,X,2013-02-16,2013-04-05,46-55,Single,1.0,2,1,3.0,60652,2013-02-25,1,117.19,-97.96,0.0,4168,Established,Meat
73026,63658,13,685,495,0,X,2013-05-19,2013-07-05,36-45,Married,1.0,2,,8.0,66097,2013-06-22,1,70.88,0.0,0.0,686,Established,Grocery
